5328
81835
5356
3206
21918
18957
35148
12252
11116
11905
2943
74136
37954
28282
8017
5855
11244
195
3737
8067
17111
3415
5566
17002
17633
22646
62532
5931
130058
85448
33783
30799
9892
63
87939
6424
5348
75354
5649
14352
26851
67370
69713
29274
13221
3624
48824
121719
55323
34363
